time,open,high,low,close,Plot,Plot,Mid Price,Breakout Up,Breakout Down,Fake Breakout,Breakout midPrice Up,Breakout midPrice Down,VWAP,Upper Band #1,Lower Band #1,Upper Band #2,Lower Band #2,Basis,Upper,Lower,Basis,Upper,Lower,EMA,EMA,MA,MA,MA,MA,MA,ATR,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram,MACD,Signal,%K,%D
1763971200,0.6461132298712852,0.64665,0.64566,0.646015,0.64608,0.64214,0.64411,,,,,,0.6459596152428688,0.6462434154431542,0.6456758150425834,0.6465272156434396,0.645392014842298,0.6454956249999985,0.6470089738325567,0.6439822761674402,0.6454956249999985,0.6462522994162776,0.6447389505837193,0.6459307460601031,0.6456419591538447,0.6552661855468804,0.6503302031250031,0.6501768875000029,0.6465641250000007,0.6454956249999985,0.0011307282386400195,55.0906280855025,55.316705381239636,,,,,0.00010527424321156716,0.00024048068006388146,0.0001352064368523143,69.7053011947466,78.26176306215882
1763974800,0.6460641149356425,0.6460641149356425,0.64423,0.645075,0.64608,0.64214,0.64411,,,,,,0.6458374621527245,0.6462324952940603,0.6454424290113887,0.6466275284353962,0.6450473958700529,0.6455124999999984,0.6469989454251897,0.6440260545748071,0.6455124999999984,0.646255722712594,0.6447692772874027,0.6458971873910795,0.645590417412586,0.6552555742187554,0.6503245625000031,0.6501410250000029,0.6465065937500007,0.6455124999999984,0.0011809701455687725,44.55582339541829,54.67502037810239,,,,,0.00002045541994541097,0.000160775711784078,0.00014032029183866704,54.04771259911348,67.67567251647868
1763978400,0.6455695574678213,0.6455695574678213,0.6444,0.6448025000000001,0.64608,0.64214,0.64411,,,,,,0.6457351367266545,0.6462058468465093,0.6452644266067997,0.6466765569663641,0.644793716486945,0.6455447499999984,0.6469372207363686,0.6441522792636283,0.6455447499999984,0.6462409853681835,0.6448485146318134,0.6458542584737823,0.6455187885568964,0.6552446542968804,0.650316421875003,0.6501033000000029,0.6464500000000009,0.6455447499999984,0.0011801549543010977,42.04570754445825,53.798168649371355,,,,,-0.00005244926888486038,0.00007475870573259158,0.00012720797461745196,38.84009009008984,54.19770129464998
1763982000,0.6451860287339106,0.6454,0.64464,0.64503,0.64608,0.64214,0.64411,,,,,,0.645692240932117,0.6461789737809528,0.6452055080832811,0.6466657066297886,0.6447187752344453,0.6456272499999984,0.6466409140230988,0.6446135859768981,0.6456272499999984,0.6461340820115486,0.6451204179884482,0.6458219346120654,0.6454743532335422,0.6552333945312554,0.650304898437503,0.650066925000003,0.6464043750000007,0.6456272499999984,0.0011501438861367323,44.839640363289234,53.11318554775666,,,,,-0.00008203625040609668,0.000024662661609831105,0.00010669891201592779,29.33201058201091,40.73993775707141
1763985600,0.6451080143669553,0.64565,0.64442,0.645165,0.64608,0.64214,0.64411,,,,,,0.6456299262742526,0.6461271523493836,0.6451327001991217,0.6466243784245145,0.6446354741239908,0.6456711249999985,0.646509912034536,0.6448323379654609,0.6456711249999985,0.6460905185172672,0.6452517314827297,0.6457961724704158,0.6454462302123111,0.6552216367187553,0.6502924843750031,0.650032162500003,0.6463665937500008,0.6456711249999985,0.0011558478942698194,46.488245292969424,52.38107531022471,,,,,-0.00008863769042224762,-0.000004098201011881741,0.00008453948941036588,30.522486772487515,32.898195814862746
1763989200,0.6451365071834776,0.64598,0.64508,0.6455025,0.64608,0.64214,0.64411,,,,,,0.6456206600980304,0.6460972722565007,0.6451440479395602,0.646573884414971,0.6446674357810899,0.6456677499999983,0.6465086779114814,0.6448268220885153,0.6456677499999983,0.6460882139557398,0.6452472860442569,0.6457846559029484,0.6454513456475555,0.6552096542968804,0.650280640625003,0.649997287500003,0.6463285312500007,0.6456677499999983,0.001137573044679119,50.47346391810073,51.85665451582007,,,,,-0.00006736107978382147,3.3813968058904464e-7,0.00006769921946441052,39.78174603174547,33.21208112874796
1763992800,0.6453195035917387,0.64591,0.6445,0.6452825,0.64608,0.64214,0.64411,,,,,,0.6455696244638014,0.646032992758974,0.6451062561686288,0.6464963610541465,0.6446428878734562,0.6456642499999984,0.646510959957453,0.6448175400425438,0.6456642499999984,0.6460876049787256,0.6452408950212711,0.6457649635145976,0.6454359960432322,0.6551973691406304,0.6502685312500031,0.649957512500003,0.6462806250000008,0.6456642499999984,0.0011570321129163264,47.965805995472785,51.42824652037556,,,,,-0.00006515122022200483,-0.00001373980581309553,0.0000514114144089093,43.12169312169231,37.80864197530843
1763996400,0.6453010017958694,0.64602,0.64474,0.64548,0.64608,0.64214,0.64411,,,,,,0.6455523728880578,0.6459921556732765,0.6451125901028391,0.6464319384584952,0.6446728073176203,0.6456618749999984,0.6465103705448554,0.6448133794551414,0.6456618749999984,0.6460861227724269,0.6452376272275698,0.6457537884748095,0.6454399964029384,0.6551855175781304,0.650257992187503,0.6499164375000029,0.6462335312500008,0.6456618749999984,0.0011658155334223074,50.350586470850864,51.42361460473416,,,,,-0.00004821550788697132,-0.000008857970449804853,0.00003935753743716647,47.28835978835971,43.3972663139325
1764000000,0.6453905008979347,0.6461,0.6453905008979347,0.645715,0.64608,0.64214,0.64411,,,,,,0.6455621016319613,0.6459919840766193,0.6451322191873032,0.6464218665212773,0.6447023367426452,0.6456654999999983,0.6465142529099953,0.6448167470900014,0.6456654999999983,0.6460898764549968,0.6452411235449999,0.6457522673581503,0.645464996729944,0.6551742207031304,0.650247781250003,0.6498755000000028,0.6461975937500009,0.6456654999999983,0.001133221502611093,53.104655083274714,51.35893424451758,,,,,-0.000020434659057898453,0.000013814213614793402,0.000034248872672691856,50.09920634920698,46.83641975308634
1764003600,0.6455527504489673,0.64614,0.64518,0.64569,0.64608,0.64214,0.64411,,,,,,0.6455673462141173,0.6459872924360921,0.6451473999921424,0.6464072386580669,0.6447274537701676,0.6456671249999985,0.6465159348664179,0.644818315133579,0.6456671249999985,0.6460915299332082,0.6452427200667887,0.6457498255009679,0.6454854515726763,0.6551629824218803,0.6502385781250031,0.6498353000000029,0.6461652187500009,0.6456671249999985,0.0011208485381388772,52.76930467897241,51.09195611797502,,,,,-0.000003858624651814787,0.000029425591857923372,0.00003328421650973816,55.48941798941852,50.95899470899507
