time,open,high,low,close,Plot,Plot,Mid Price,Breakout Up,Breakout Down,Fake Breakout,Breakout midPrice Up,Breakout midPrice Down,VWAP,Upper Band #1,Lower Band #1,Upper Band #2,Lower Band #2,Basis,Upper,Lower,Basis,Upper,Lower,EMA,EMA,MA,MA,MA,MA,MA,ATR,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram,MACD,Signal,%K,%D
1758646800,0.7922402445100594,0.7922402445100594,0.79095,0.79153,0.7973,0.79223,0.7947649999999999,,,,,,0.792228002222193,0.7925672296388705,0.7918887748055156,0.792906457055548,0.7915495473888381,0.7935156250000035,0.7966038173779328,0.7904274326220742,0.7935156250000035,0.7950597211889682,0.7919715288110388,0.7935572600897135,0.7927485847378547,0.8477463535156298,0.8014641015624997,0.8011554875000053,0.7948935312500021,0.7935156250000035,0.002183652440024668,42.522884776045366,53.508877727035056,,,,,-0.0002674965193595585,-0.00009612622577848118,0.00017137029358107732,15.313504789714381,17.822409678980662
1758661200,0.7918851222550296,0.79218,0.79116,0.7917875000000001,0.79346,0.79095,0.792205,,,,,,0.7917091666666666,0.7917091815678278,0.7917091517655054,0.791709196468989,0.7917091368643442,0.7935022500000035,0.7966178261466873,0.7903866738533197,0.7935022500000035,0.7950600380733455,0.7919444619266616,0.7934878577332541,0.7926612133980497,0.8476716757812547,0.8014472421874999,0.8010756750000053,0.7947160937500021,0.7935022500000035,0.002100534408594336,44.21687021753391,52.069458483332106,,,,,-0.00026580477037711824,-0.00016088566939032045,0.00010491910098679776,13.87253495056411,16.252715835243638
1758675600,0.7918363111275148,0.79258,0.7918363111275148,0.79215,0.79346,0.79095,0.792205,,,,,,0.7918602826031964,0.792083082373016,0.7916374828333769,0.7923058821428355,0.7914146830635573,0.7934881250000035,0.796625458208778,0.7903507917912291,0.7934881250000035,0.7950567916043907,0.7919194583956164,0.7934353927241069,0.7926147394527725,0.8475972558593796,0.8014316874999998,0.8010016750000052,0.794540031250002,0.7934881250000035,0.0020071033794090165,46.602752659647244,50.825002182197174,,,,,-0.00022863311388737802,-0.00018087229137242478,0.000047760822514953245,13.740157480314709,14.308732406864378
1758690000,0.7919931555637574,0.7943,0.79186,0.7930600000000001,0.79346,0.79095,0.792205,,,,,,0.7922143183874695,0.7927967908129624,0.7916318459619766,0.7933792632384553,0.7910493735364836,0.7935251250000036,0.7966236954223644,0.7904265545776428,0.7935251250000036,0.7950744102111841,0.7919758397888231,0.7934206714408086,0.7926552176843387,0.8475246035156296,0.8014188515624998,0.8009354875000051,0.7943863125000019,0.7935251250000036,0.0020380245665940866,52.1370637360966,49.84339280755394,,,,,-0.0001357106663340438,-0.00012187751040260153,0.000013833155931442286,21.77165354330762,16.461448658062146
1758704400,0.7925265777818787,0.79522,0.7925265777818787,0.79436,0.79346,0.79095,0.792205,0.79346,,,,,0.7925667495105186,0.7934562785931346,0.7916772204279027,0.7943458076757506,0.7907876913452867,0.7936062500000035,0.7967030461227069,0.7905094538773001,0.7936062500000035,0.7951546480613553,0.7920578519386517,0.7934575078548946,0.7928101978948533,0.8474531562500045,0.8014087265624997,0.8008743250000052,0.794255687500002,0.7936062500000035,0.002084838684560316,58.719364401032315,49.07582064270376,,,,,0.00001248234968672409,0.0000294360930398474,0.00001695374335312331,35.70866141732269,23.740157480315006
1758718800,0.7934432888909393,0.79574,0.7934432888909393,0.794975,0.79346,0.79095,0.792205,,,,,,0.7930194753193964,0.7942003506168709,0.791838600021922,0.7953812259143453,0.7906577247244475,0.7936477500000035,0.7967941610070959,0.7905013389929112,0.7936477500000035,0.7952209555035498,0.7920745444964573,0.7935170173507811,0.7930069980862303,0.8473835546875046,0.8014017968749997,0.8008109375000052,0.794142281250002,0.7936477500000035,0.002099972429167487,61.42227358425901,49.023218526492265,,,,,0.0001438058149619328,0.00019671101205553931,0.000052905197093606514,56.90208540605216,38.12746678889416
1758733200,0.7942091444454696,0.79566,0.7942091444454696,0.7953625,0.79346,0.79095,0.792205,,,,,,0.7932139401376167,0.7944887048382037,0.7919391754370297,0.7957634695387906,0.7906644107364428,0.7936371250000034,0.7967587697049185,0.7905154802950882,0.7936371250000034,0.795197947352461,0.7920763026475458,0.7935893892193778,0.7932211346238457,0.8473154570312547,0.8013978984374998,0.800747775000005,0.7940664375000019,0.7936371250000034,0.00205360693812198,63.06333210102931,49.787739083056614,,,,,0.00024282529853621268,0.00035643682026387236,0.00011361152172765968,76.53230255792637,56.381016460433734
1758747600,0.7947858222227349,0.79524,0.79436,0.7947124999999999,0.79574,0.79116,0.79345,,,,,,0.7947708333333333,0.7947708333333333,0.7947708333333333,0.7947708333333333,0.7947708333333333,0.7936128750000034,0.7966929148802148,0.7905328351197921,0.7936128750000034,0.7951528949401091,0.7920728550598978,0.7936334327794022,0.7933567132944052,0.8472476289062547,0.8013927109374996,0.8006830500000051,0.7940239687500019,0.7936128750000034,0.0019785278711132686,58.56307193800132,50.36616973069248,,,,,0.0002496422330768085,0.00042566431307367036,0.00017602207999686183,84.38198940552542,72.60545912316798
1758762000,0.7947491611113674,0.79513,0.7943,0.7946525,0.79574,0.79116,0.79345,,,,,,0.794751149597042,0.7947846404466206,0.7947176587474634,0.7948181312961992,0.7946841678978848,0.7935883750000035,0.7966268710364917,0.7905498789635153,0.7935883750000035,0.7951076230182476,0.7920691269817594,0.7936733961998178,0.7934745120858229,0.8471797597656299,0.8013868828124997,0.8006160375000051,0.793986281250002,0.7935883750000035,0.0018964901660337493,58.150559373339306,51.11910954813929,,,,,0.0002353944776760481,0.00047026517709192195,0.00023487069941587386,82.65483646485636,81.18970947610272
1758776400,0.7947008305556837,0.79686,0.7947008305556837,0.79555,0.79574,0.79116,0.79345,,,,,,0.7950729268227805,0.7955242385198998,0.7946216151256612,0.7959755502170192,0.7941703034285419,0.7935827500000034,0.7966062458618013,0.7905592541382056,0.7935827500000034,0.7950944979309024,0.7920710020691045,0.7937469885057074,0.7936631928052935,0.8471119628906297,0.8013830781249996,0.8005539250000051,0.7939502187500019,0.7935827500000034,0.0019187051541741979,62.41529723522951,52.160769268092785,,,,,0.0002692595750675904,0.0005714451682503618,0.00030218559318277146,77.89323027975793,81.64335205004657
