time,open,high,low,close,Plot,Plot,Mid Price,Breakout Up,Breakout Down,Fake Breakout,Breakout midPrice Up,Breakout midPrice Down,VWAP,Upper Band #1,Lower Band #1,Upper Band #2,Lower Band #2,Basis,Upper,Lower,Basis,Upper,Lower,EMA,EMA,MA,MA,MA,MA,MA,ATR,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram,MACD,Signal,%K,%D
1762930800,193.09148688145945,193.34,193.09148688145945,193.26,192.707,191.229,191.96800000000002,NaN,NaN,NaN,NaN,NaN,192.82850410895583,193.09193676456252,192.56507145334913,193.3553694201692,192.30163879774244,192.67866250000228,193.19978367439083,192.15754132561372,192.67866250000228,192.93922308719655,192.418101912808,192.04682969839433,192.63797797517987,188.07033886718773,191.2120031250008,190.86359625000057,191.3387874999984,192.67866250000228,0.23705020392913326,87.38543570378948,80.3766795665484,NaN,NaN,NaN,NaN,0.026454578370345483,0.33710158415513547,0.31064700578479,88.99849688092208,85.33043146396355
1762934400,193.17574344072972,193.672,193.17574344072972,193.48975,192.707,191.229,191.96800000000002,NaN,NaN,NaN,NaN,NaN,192.88573674653588,193.19398768654406,192.5774858065277,193.50223862655224,192.26923486651953,192.73672500000225,193.3409866105988,192.1324633894057,192.73672500000225,193.03885580530053,192.43459419470398,192.10341480826122,192.71541179561805,188.07835000000023,191.21691171875082,190.87037125000057,191.38544687499842,192.73672500000225,0.25556494359635795,89.71274712274837,80.77649896587131,NaN,NaN,NaN,NaN,0.04136602190234051,0.3623545331627156,0.3209885112603751,88.30884561858367,86.82939447800366
1762938000,193.33274672036487,193.831,193.33274672036487,193.68200000000002,192.707,191.229,191.96800000000002,NaN,NaN,NaN,NaN,NaN,192.95461370192743,193.31731190982984,192.59191549402502,193.68001011773225,192.2292172861226,192.80471250000227,193.50542210704162,192.1040028929629,192.80471250000227,193.15506730352195,192.4543576964826,192.16532010989803,192.80328345056188,188.0866054687502,191.22237812500083,190.87842750000058,191.4338843749984,192.80471250000227,0.272899824741984,91.17925101757123,81.55901082141793,NaN,NaN,NaN,NaN,0.05788630548640239,0.39334639311837805,0.33546008763197566,89.12389176198953,88.81041142049844
1762941600,193.50737336018244,193.772,193.50737336018244,193.71,192.707,191.229,191.96800000000002,NaN,NaN,NaN,NaN,NaN,192.98734624399435,193.37152386006713,192.60316862792158,193.7557014761399,192.2189910118488,192.86601250000226,193.65296928622405,192.07905571378046,192.86601250000226,193.25949089311314,192.47253410689137,192.22589579186283,192.88571222778353,188.09489570312522,191.22752031250081,190.8870475000006,191.48370624999842,192.86601250000226,0.2723088829616673,91.37216425957385,82.34847854300456,NaN,NaN,NaN,NaN,0.06393497240129314,0.4153788031335921,0.35144383073229896,89.11905912593738,88.85059883550355
1762945200,193.60868668009124,193.814,193.60868668009124,193.7505,192.707,191.229,191.96800000000002,NaN,NaN,NaN,NaN,NaN,193.01925666641637,193.42385984426244,192.6146534885703,193.8284630221085,192.21005031072423,192.92505000000227,193.78776003905418,192.06233996095037,192.92505000000227,193.35640501952824,192.4936949804763,192.28568419218192,192.96432929798502,188.10329433593773,191.2326859375008,190.8962462500006,191.53508124999843,192.92505000000227,0.2675234856007449,91.65640825389043,83.27971861137071,NaN,NaN,NaN,NaN,0.0637551518051237,0.4311377704887036,0.3673826186835799,91.96469509399454,90.06921532730716
1762948800,193.6795933400456,193.806,193.638,193.7535,192.707,191.229,191.96800000000002,NaN,NaN,NaN,NaN,NaN,193.08305909761046,193.51951722288533,192.6466009723356,193.9559753481602,192.21014284706072,192.98546250000226,193.9009329819846,192.06999201801992,192.98546250000226,193.4431977409934,192.5277272590111,192.34324559641007,193.0360720890773,188.1116560546877,191.23812265625082,190.9048275000006,191.5870749999984,192.98546250000226,0.2604146652006922,91.67827849252113,84.62268157078269,NaN,NaN,NaN,NaN,0.05714238911522085,0.43881060507760594,0.3816682159623851,93.51398904888053,91.53258108960415
1762952400,193.7165466700228,194.064,193.702,193.89975,192.707,191.229,191.96800000000002,NaN,NaN,NaN,NaN,NaN,193.14683344121187,193.6187640815929,192.67490280083084,194.09069472197393,192.2029721604498,193.04982500000227,194.03006996888033,192.06958003112422,193.04982500000227,193.53994748444129,192.55970251556326,192.40428498478616,193.11458826279755,188.12008828125022,191.2440140625008,190.9139825000006,191.6388093749984,193.04982500000227,0.2676707605434995,92.68492820183513,86.0599484910924,NaN,NaN,NaN,NaN,0.05585587617339921,0.4514880611791341,0.3956321850057349,92.82275607596712,92.76714673961408
1762956000,193.80814833501142,194.104,193.80814833501142,194.02725,192.707,191.229,191.96800000000002,NaN,NaN,NaN,NaN,NaN,193.2208355626477,193.72985105597414,192.71182006932125,194.23886654930058,192.2028045759948,193.11965000000228,194.16718292621587,192.0721170737887,193.11965000000228,193.64341646310908,192.59588353689549,192.46793067165729,193.19755751163413,188.12857519531272,191.24997421875082,190.92408375000065,191.6897218749984,193.11965000000228,0.26968368228957734,93.4309735067004,87.34217743017707,NaN,NaN,NaN,NaN,0.05665130648448219,0.46644631811133763,0.40979501162685544,93.01779755655605,93.11818089380125
1762959600,193.9176991675057,194.232,193.9176991675057,194.07975,192.707,191.229,191.96800000000002,NaN,NaN,NaN,NaN,NaN,193.28229135643386,193.82015300904064,192.74442970382708,194.35801466164742,192.2065680512203,193.19453750000224,194.29063858040007,192.0984364196044,193.19453750000224,193.74258804020116,192.64648695980333,192.53113927276877,193.2777568287583,188.1369373046877,191.25588750000082,190.9339950000006,191.74082812499842,193.19453750000224,0.27287062158991443,93.71520458042241,88.4736558180957,NaN,NaN,NaN,NaN,0.05379451614807029,0.4770381568119433,0.423243640663873,91.73984978532938,92.5268011392842
1762963200,193.99872458375285,194.202,193.974,194.07025,192.707,191.229,191.96800000000002,NaN,NaN,NaN,NaN,NaN,193.33983224939973,193.8976778000239,192.78198669877557,194.45552335064806,192.2241411481514,193.26871250000224,194.39072997021006,192.14669502979442,193.26871250000224,193.82972123510615,192.70770376489833,192.5914965561896,193.34980166250753,188.14514140625022,191.2617632812508,190.9432862500006,191.79272499999843,193.26871250000224,0.26966557719063544,92.93162509167077,89.46323234865612,NaN,NaN,NaN,NaN,0.04471903859460752,0.4791424389071324,0.43442340031252485,91.74209454482747,92.16658062890433
