time,open,high,low,close,Plot,Plot,Mid Price,Breakout Up,Breakout Down,Fake Breakout,Breakout midPrice Up,Breakout midPrice Down,VWAP,Upper Band #1,Lower Band #1,Upper Band #2,Lower Band #2,Basis,Upper,Lower,Basis,Upper,Lower,EMA,EMA,MA,MA,MA,MA,ATR,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram,MACD,Signal,%K,%D
1762957800,25543.93087515842,25663.1708,25536.157,25601.477375000002,25588.2601,25380.8579,25484.559,25588.2601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25522.126219999944,25629.89145655609,25414.360983443796,25522.126219999944,25576.00883827802,25468.243601721868,25468.256942614596,25533.50135892496,24868.99514517583,25658.124947968718,25297.251438750136,25522.126219999944,53.132785820188474,68.27506068262272,63.252557757729264,NaN,NaN,NaN,NaN,1.2556023430825078,26.618906896343105,25.363304553260598,66.4219042830308,71.35073457981167
1762958700,25572.70412507921,25572.70412507921,25460.9246,25512.142799999998,25588.2601,25380.8579,25484.559,NaN,NaN,25588.2601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25527.303697499945,25621.89813600556,25432.70925899433,25527.303697499945,25574.60091675275,25480.006478247138,25469.97795662971,25531.559671749965,24870.50946908208,25657.459641874968,25305.226840000138,25527.303697499945,59.377070761603854,48.50150163383255,62.361049848175576,NaN,NaN,NaN,NaN,-2.9988457424347814,21.61474737521712,24.613593117651902,50.95884172672177,62.44756077155342
1762959600,25542.423462539606,25557.9908,25485.993,25507.185475,25588.2601,25380.8579,25484.559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25531.953077499944,25611.853040061593,25452.053114938295,25531.953077499944,25571.90305878077,25492.00309621912,25471.437074997175,25529.343835681786,24872.012008222704,25656.765449843715,25313.002804375134,25531.953077499944,60.27855142148936,47.67634162263191,61.259915602915086,NaN,NaN,NaN,NaN,-6.049009261325114,17.05233154099551,23.101340802320625,38.34635982526521,51.90903527833925
1762960500,25524.804468769802,25524.804468769802,25477.1485,25501.37865,25588.2601,25380.8579,25484.559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25535.317151249947,25603.218105889064,25467.41619661083,25535.317151249947,25569.267628569505,25501.366673930388,25472.61125440905,25526.80154607435,24873.49491841802,25656.002096249966,25321.621290000134,25535.317151249947,59.376938374940316,46.674636348213234,60.0991412663436,NaN,NaN,NaN,NaN,-8.22488212261791,12.820238149048237,21.045120271666146,22.733533848019302,37.34624513333542
1762961400,25513.0915593849,25520.1196,25433.8787,25489.9997,25588.2601,25380.8579,25484.559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25536.648587499945,25599.727368186017,25473.569806813874,25536.648587499945,25568.187977842983,25505.109197156908,25473.293154236148,25523.455923703958,24874.963579160205,25655.16941601559,25330.948908125134,25536.648587499945,61.295792776730345,44.69299685493583,58.5033873041563,NaN,NaN,NaN,NaN,-10.075557516629736,8.450673375878978,18.526230892508714,22.450563315091102,27.843485662791867
1762962300,25501.54562969245,25504.0446,25435.1072,25471.49365,25588.2601,25380.8579,25484.559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25536.789461249948,25599.27015102352,25474.308771476375,25536.789461249948,25568.029806136736,25505.54911636316,25473.222585442574,25518.732080639962,24876.41611988286,25654.286038984337,25340.537809062636,25536.789461249948,61.841621864106926,41.59964344775528,56.726140860562886,NaN,NaN,NaN,NaN,-12.057260614156457,3.4546551248131436,15.5119157389696,20.294320829163624,21.826139330758007
1762963200,25486.519639846225,25486.519639846225,25393.9977,25428.878875,25588.2601,25380.8579,25484.559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25533.34636624995,25610.030105904643,25456.662626595255,25533.34636624995,25571.688236077298,25495.0044964226,25471.48361640561,25510.563607399967,24877.825361308645,25653.266691093715,25349.755261875132,25533.34636624995,64.03307314854393,35.50544999743049,54.64204120783103,NaN,NaN,NaN,NaN,-15.528286758090413,-3.8984427086434152,11.629844049446998,17.946408312968554,20.230430819074424
1762964100,25457.69925742311,25484.6976,25406.1447,25444.926425,25588.2601,25380.8579,25484.559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25529.494198749948,25615.277477928103,25443.710919571793,25529.494198749948,25572.385838339025,25486.60255916087,25470.442157919115,25504.596590818153,24879.233551523488,25652.287799843714,25359.248534375136,25529.494198749948,65.07020363793357,39.12220242103062,52.90852297940859,NaN,NaN,NaN,NaN,-15.97175016628207,-8.334843658405589,7.63690650787648,16.094631443737438,18.111786861956535
1762965000,25451.312841211555,25505.1279,25446.7272,25469.78305,25588.2601,25380.8579,25484.559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25526.10556249995,25615.620511071465,25436.590613928434,25526.10556249995,25570.863036785708,25481.348088214192,25470.41631054974,25501.431723471047,24880.665722675833,25651.38271289059,25369.353513750135,25526.10556249995,64.72243730665247,44.32979161840918,51.558162701434945,NaN,NaN,NaN,NaN,-13.895771384419929,-9.732807722648431,4.162963661771498,20.0113173765628,18.01745237775626
1762965900,25460.547945605776,25460.5791,25389.7266,25432.668475000002,25588.2601,25380.8579,25484.559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25520.89666249995,25619.016078953362,25422.777246046535,25520.89666249995,25569.956370726657,25471.83695427324,25468.93600327328,25495.18051906459,24882.069260097705,25650.350274999964,25379.190031875136,25520.89666249995,65.8177239276056,38.96948680511469,49.70816629647197,NaN,NaN,NaN,NaN,-14.272667219849765,-13.67787036304071,0.5947968568090554,20.92646124568611,19.01080335532878
1762966800,25446.60821030289,25463.2273,25421.0911,25442.549525000002,25588.2601,25380.8579,25484.559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25514.629044999947,25615.90117620593,25413.356913793963,25514.629044999947,25565.265110602937,25463.992979396957,25467.901239419425,25490.395883240537,24883.467822695362,25649.34416945309,25388.427036875135,25514.629044999947,64.126186504205,41.01443735961769,48.1070589751731,NaN,NaN,NaN,NaN,-13.135538550022591,-15.824626330719184,-2.6890877806965925,21.058857452292543,20.66554535818048
1762967700,25444.578867651446,25469.9063,25424.4089,25450.265375,25588.2601,25380.8579,25484.559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25508.855353749947,25610.976797780862,25406.73390971903,25508.855353749947,25559.916075765403,25457.79463173449,25467.209636893174,25486.74765521867,24884.776125332082,25648.384874531213,25397.567710937634,25508.855353749947,62.7955588967618,42.63094893415554,46.787008122294424,NaN,NaN,NaN,NaN,-11.217298272014697,-16.710710620714963,-5.493412348700266,19.053683225559848,20.34633397451283
1762968600,25447.422121325722,25525.0147,25447.422121325722,25481.631375,25588.2601,25380.8579,25484.559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25504.988673749947,25605.063738821627,25404.913608678267,25504.988673749947,25555.026206285787,25454.951141214107,25467.775195250306,25486.282538835156,24886.084211093803,25647.496083437465,25407.206995625133,25504.988673749947,63.85248888087005,48.776519653060106,45.999071227737275,NaN,NaN,NaN,NaN,-7.375165882034191,-14.712369701243006,-7.337203819208814,25.02234764289484,21.711629440249073
1762969500,25464.52674816286,25513.9261,25454.0833,25492.979075,25588.2601,25380.8579,25484.559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25501.92625374995,25599.50421830652,25404.348289193378,25501.92625374995,25550.715236028234,25453.137271471664,25468.76358269147,25486.89131485014,24887.398395683646,25646.60052492184,25416.462788125133,25501.92625374995,63.56608253223663,50.828764010895746,45.61412724212183,NaN,NaN,NaN,NaN,-3.7892977616760124,-12.07382602130383,-8.284528259627818,31.169799298479102,25.08194338897793
