time,open,high,low,close,Plot,Plot,Mid Price,Breakout Up,Breakout Down,Fake Breakout,Breakout midPrice Up,Breakout midPrice Down,VWAP,Upper Band #1,Lower Band #1,Upper Band #2,Lower Band #2,Basis,Upper,Lower,Basis,Upper,Lower,EMA,EMA,MA,MA,MA,MA,ATR,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram,MACD,Signal,%K,%D
1764189000,156.45310723032782,156.458,156.418,156.43775,156.984,155.804,156.394,NaN,NaN,NaN,NaN,NaN,156.32316068263768,156.55405701473404,156.0922643505413,156.7849533468304,155.86136801844495,156.4302125000009,156.50902878412532,156.35139621587646,156.4302125000009,156.4696206420631,156.3908043579387,156.41579228015797,156.45124995065228,155.4590023437493,156.50547031249982,156.32024062500042,156.4302125000009,0.08170686940209461,48.37583527492386,50.067291206181,NaN,NaN,NaN,NaN,-0.0003116857165763665,0.0005849983998587049,0.0008966841164350715,62.83836110405164,68.57140837791907
1764189900,156.4454286151639,156.458,156.409,156.43574999999998,156.984,155.804,156.394,NaN,NaN,NaN,NaN,NaN,156.32390430799217,156.554204757767,156.09360385821734,156.78450520754183,155.8633034084425,156.42806250000092,156.50374916726932,156.35237583273252,156.42806250000092,156.4659058336351,156.39021916636673,156.41657493583804,156.44984086422934,155.4616191406243,156.50449609374982,156.32240625000043,156.42806250000092,0.0793706644448026,48.0895635483173,50.09540494628772,NaN,NaN,NaN,NaN,-0.0011899052307580203,-0.0005906974220124539,0.0005992078087455664,57.46693529845465,63.04497494917248
1764190800,156.44058930758194,156.478,156.44058930758194,156.45875,156.984,155.804,156.394,NaN,NaN,NaN,NaN,NaN,156.3244557394692,156.5544475690616,156.09446390987677,156.78443939865403,155.86447208028434,156.4299875000009,156.5067324453731,156.35324255462868,156.4299875000009,156.46835997268698,156.3916150273148,156.41822885992283,156.45065078566304,155.46425195312432,156.50356640624983,156.32457812500041,156.4299875000009,0.07671918841303271,51.63419376980509,50.25511087917674,NaN,NaN,NaN,NaN,-0.00021563600526946385,0.00032966280215873667,0.0005452988074282005,59.56032719836271,59.955207866956385
1764191700,156.44966965379098,156.482,156.44966965379098,156.461,156.984,155.804,156.394,NaN,NaN,NaN,NaN,NaN,156.32480792806643,156.55461665995983,156.09499919617303,156.78442539185323,155.86519046427964,156.4343375000009,156.50768279037348,156.36099220962834,156.4343375000009,156.4710101451872,156.39766485481462,156.4199061595337,156.45159162333005,155.4668685546868,156.50253046874982,156.32605312500044,156.4343375000009,0.07354855682703197,51.979640454082585,50.58067888153232,NaN,NaN,NaN,NaN,0.0005449394246818393,0.0012264730882804997,0.0006815336635986604,64.3149284253609,60.447396974059416
1764192600,156.4553348268955,156.458,156.409,156.437,156.984,155.804,156.394,NaN,NaN,NaN,NaN,NaN,156.3250040331351,156.5546543883715,156.0953536778987,156.7843047436079,155.86570332266228,156.4392625000009,156.49797333065976,156.38055166934203,156.4392625000009,156.46861791533033,156.40990708467146,156.42057650621865,156.45026511211822,155.4694056640618,156.50131874999983,156.32999062500045,156.4392625000009,0.07200937419653118,48.038302659351544,50.787363636295765,NaN,NaN,NaN,NaN,-0.0005447505996726278,5.954140078756609e-7,0.0005453460136805035,58.33955721526587,60.73827094632983
1764193500,156.44616741344777,156.49,156.422,156.45350000000002,156.984,155.804,156.394,NaN,NaN,NaN,NaN,NaN,156.3254441036503,156.55483038266738,156.09605782463325,156.78421666168444,155.86667154561619,156.4428750000009,156.49543175273496,156.39031824726683,156.4428750000009,156.46915337636793,156.41659662363386,156.42186762362184,156.45055919283473,155.4718679687493,156.50020468749983,156.33627187500045,156.4428750000009,0.07172299032535125,50.80034197868317,51.02917078611333,NaN,NaN,NaN,NaN,-0.00015117083206623878,0.00035638247359770503,0.0005075533056639438,50.17326512594094,57.60925025552257
1764194400,156.4498337067239,156.49,156.414,156.45,156.738,155.652,156.195,NaN,NaN,NaN,NaN,NaN,156.45133333333334,156.45133333333334,156.45133333333334,156.45133333333334,156.45133333333334,156.4464125000009,156.49014671598573,156.40267828401605,156.4464125000009,156.4682796079933,156.42454539200847,156.42297085406804,156.4505083571225,155.4742769531243,156.49904062499982,156.34330625000047,156.4464125000009,0.07202849101639915,50.190889006327005,50.936513699017276,NaN,NaN,NaN,NaN,-0.000124547123764316,0.0003518694009585488,0.0004764165247228648,40.80595992164428,49.77292742095036
1764195300,156.44991685336194,156.473,156.408,156.44150000000002,156.738,155.652,156.195,NaN,NaN,NaN,NaN,NaN,156.44237134651124,156.44608398041478,156.4386587126077,156.44979661431833,156.43494607870414,156.4473875000009,156.4897491762235,156.4050258237783,156.4473875000009,156.4685683381122,156.4262066618896,156.42369748724184,156.4496894155659,155.4766509765618,156.4978179687498,156.35194062500042,156.4473875000009,0.07152645594380107,48.66396773977525,50.634307078763875,NaN,NaN,NaN,NaN,-0.0006481244741307252,-0.00033373906794054164,0.0003143854061901835,39.91150815763354,43.63024440173958
1764196200,156.445708426681,156.447,156.412,156.43150000000003,156.738,155.652,156.195,NaN,NaN,NaN,NaN,NaN,156.43896777534115,156.4452840193041,156.4326515313782,156.45160026326704,156.42633528741527,156.4469375000009,156.48977085895137,156.40410414105042,156.4469375000009,156.46835417947614,156.42552082052566,156.42400346813432,156.44803583233264,155.47908710937435,156.4964445312498,156.36077500000044,156.4469375000009,0.06891742337638647,46.85787477571923,50.13389293045376,NaN,NaN,NaN,NaN,-0.0015833596879632297,-0.0016648142037638536,-0.0000814545158006239,34.026537638113126,38.248001905796976
1764197100,156.4386042133405,156.4386042133405,156.403,156.4195,156.738,155.652,156.195,NaN,NaN,NaN,NaN,NaN,156.43636580477173,156.4450801348073,156.42765147473614,156.4537944648429,156.41893714470055,156.4469875000009,156.4896900952854,156.40428490471638,156.4469875000009,156.46833879764316,156.42563620235862,156.42382686154082,156.44544166575693,155.48153085937432,156.4953195312498,156.36849687500043,156.4469875000009,0.06653790837382455,44.713328062054444,49.439630398788815,NaN,NaN,NaN,NaN,-0.002851614030800083,-0.003645972054300728,-0.0007943580235006448,26.124915450781902,33.35432041550952
